ID_Animal;Fazenda;Estacao;Lote_Manejo;Regime_Alim;Tipo_Pastagem;Localidade_Bloco;Data_Coleta_Pesagem;Piquete;confiabilidade_dados%;itu_media;itu_dp;itu_max;itu_min;itu_leituras_criticas
5130;3;1;7;2;3;4;20240204;110;114.3;77.64;5.77;86.97;1.6172986178329103;128
5131;2;4;7;1;4;7;20241004;99;114.3;71.81;5.56;81.32;0.38962674823564825;78
5132;1;1;1;4;1;1;20240102;4;114.3;77.55;6.01;87.19;1.1820508802809395;126
5133;1;4;8;1;3;2;20241005;126;114.3;71.96;5.66;81.59;-0.08075309369271338;79
5134;3;3;1;4;1;4;20240727;31;114.3;62.05;5.25;71.24;-1.2830517767959126;0
5135;2;3;8;1;4;6;20240812;137;114.3;62.04;5.05;72.04;-1.1718001129373385;0
5136;1;2;1;4;1;3;20240621;5;114.3;67.72;6.05;78.13;-1.2284018366548592;36
5137;3;2;6;2;3;9;20240603;76;114.3;68.38;5.65;78.01;-0.10807806376324076;41
5138;1;2;1;4;1;1;20240619;1;114.3;68.5;5.66;78.51;-0.04366920573985539;38
5139;1;2;6;2;3;3;20240527;50;114.3;68.55;5.68;78.06;-0.42621878672723734;44
5140;2;1;6;1;3;7;20240101;63;114.3;77.69;5.59;87.91;1.1215455894104858;129
5141;2;4;6;1;2;5;20241007;59;114.3;72.03;5.63;81.45;0.612130075952799;83
5142;2;2;8;1;3;6;20240615;136;114.3;68.27;5.59;77.79;-0.25836539915114;39
5143;2;3;1;4;1;7;20240703;20;114.3;62.01;5.21;70.79;-1.2381607545371898;0
5144;2;3;6;2;3;5;20240804;56;114.3;62.17;5.01;70.28;-1.2752446424900479;0
5145;2;1;1;4;1;7;20240115;18;114.3;77.53;5.69;87.15;1.4806737674802735;128
5146;3;4;1;4;1;4;20241006;31;114.3;71.78;5.7;81.68;0.3427839424004596;82
5147;3;3;7;2;3;4;20240914;109;114.3;62.08;5.02;71.1;-1.2342571873842567;0
5148;3;1;8;2;4;9;20240313;149;114.3;77.67;5.68;88.91;1.6231539685623093;129
5149;1;2;1;4;1;1;20240501;3;114.3;68.53;5.64;78.07;-0.11198163091617246;45
5150;3;2;1;4;1;8;20240522;27;114.3;68.41;5.57;77.91;-0.26226896630407304;42
5151;2;4;8;1;3;5;20241106;130;114.3;71.8;5.47;81.28;0.3447357259769255;80
5152;1;3;7;1;4;1;20240807;81;114.3;61.96;5.07;71.15;-1.1464269264432772;0
5153;3;4;6;1;3;4;20241009;74;114.3;71.64;5.56;80.84;0.6238407774115968;81
5154;3;4;7;1;3;9;20241115;114;114.3;71.83;5.71;82.46;0.044161055201125676;79
5155;3;3;8;2;2;8;20240702;141;114.3;61.91;5.19;70.43;-1.5075068880895306;0
5156;2;3;1;4;1;6;20240920;23;114.3;61.77;5.18;70.4;-1.3982070078074211;0
5157;3;3;8;2;4;8;20240908;140;114.3;62.05;5.08;70.52;-1.3962552242309552;0
5158;3;4;7;2;3;8;20241210;107;114.3;71.95;5.54;82.18;0.5106373299765556;82
5159;3;1;7;2;4;4;20240214;108;114.3;77.49;5.8;87.09;1.4865291182096725;127
5160;2;1;8;1;4;7;20240316;135;114.3;77.68;5.65;87.97;1.5802147298800524;132
5161;1;1;1;4;1;3;20240103;7;114.3;77.47;5.82;88.63;1.4494452302568144;126
5162;2;2;7;2;2;6;20240513;101;114.3;68.44;5.5;77.78;-0.4476884060683658;41
5163;3;4;6;2;2;4;20241014;74;114.3;71.97;5.63;81.59;0.5360105164706157;83
5164;1;1;7;2;2;3;20240121;84;114.3;77.6;5.69;88.29;1.6329128864446398;128
5165;2;4;1;4;1;5;20241208;13;114.3;71.84;5.67;81.83;0.3369285916710607;85
5166;1;2;1;4;1;1;20240626;3;114.3;63.56;6.04;77.3;-1.3552677691251642;11
5167;2;3;7;1;2;7;20240926;98;114.3;66.86;7.15;81.05;-1.0781145012669586;40
5168;2;2;6;1;2;7;20240413;60;114.3;68.41;5.78;78.22;-0.4574473239506964;41
5169;1;4;8;1;2;2;20241212;127;114.3;71.88;5.57;80.55;0.48136057632956236;85
5170;3;3;1;4;1;9;20240818;33;114.3;62.06;5.03;70.99;-1.3396535005134347;0
5171;3;4;1;4;1;8;20241112;25;114.3;71.8;5.58;80.91;0.2744715172241412;82
5172;2;4;8;2;2;6;20241217;137;114.3;71.61;5.41;81.93;0.4774570091766293;77
5173;1;3;1;4;1;3;20240813;8;114.3;62.03;4.94;70.37;-1.1971732994313988;0
5174;2;3;8;1;2;7;20240806;134;114.3;61.92;5.14;70.35;-1.5543496939247192;0
5175;2;4;8;1;3;5;20241011;128;114.3;71.78;5.43;81.19;0.39548209896504716;77
5176;2;3;6;1;4;7;20240908;62;114.3;61.96;5.09;70.13;-1.484085485171935;0
5177;3;3;6;1;2;4;20240726;75;114.3;62.05;5.09;70.27;-1.4762783508660702;0
5178;1;4;7;1;2;3;20241102;85;114.3;72.03;5.44;81.11;0.6511657474821242;79
5179;3;2;1;4;1;4;20240517;31;114.3;68.43;5.43;78.3;-0.18810119039835568;45
5180;1;3;7;1;4;2;20240825;90;114.3;61.9;5.19;69.75;-1.5075068880895306;0
5181;3;4;7;1;3;9;20241208;113;114.3;71.93;5.7;81.77;0.0500164059305246;83
5182;1;4;1;4;1;2;20241004;10;114.3;72.03;5.43;83.58;0.4969748449412919;80
5183;3;3;6;1;4;9;20240722;79;114.3;62.04;5.07;70.32;-1.4235801943014825;0
5184;3;2;7;2;4;9;20240409;114;114.3;68.63;5.6;78.63;-0.4945312119035544;41
5185;1;4;6;1;2;1;20241227;47;114.3;76.84;6.07;87.82;0.6843460682820505;122
5186;2;3;6;2;4;7;20240902;60;114.3;62.04;5.06;70.79;-1.3279427990546366;0
5187;3;1;7;1;4;8;20240119;107;114.3;77.66;5.66;87.06;1.6348646700211071;125
5188;1;1;8;1;2;3;20240212;122;114.3;77.76;5.7;88.1;1.2757364919513194;127
5189;2;1;7;2;2;7;20240106;99;114.3;77.44;5.82;87.47;1.4084577751510219;128
5190;2;4;6;1;2;7;20241019;60;114.3;71.77;5.53;80.44;0.5672390536940762;84
5191;1;3;1;4;1;1;20240826;4;114.3;62.02;4.99;70.45;-1.5036033209365975;0
5192;3;3;8;1;2;4;20240923;146;114.3;63.14;6.16;79.71;-1.1444751428668112;9
5193;1;3;8;1;4;3;20240819;123;114.3;61.92;5.09;70.15;-1.1405715757138781;0
5194;3;4;6;2;4;9;20241023;77;114.3;72.02;5.59;82.16;0.33302502451812765;84
5195;3;1;1;4;1;9;20240312;36;114.3;77.62;5.64;87.06;1.3986988572686914;128
5196;1;2;8;1;3;3;20240619;123;114.3;68.42;5.68;77.65;-0.3618099287038506;46
5197;1;2;8;2;3;2;20240419;127;114.3;68.42;5.68;77.97;-0.676047084514914;35
5198;2;3;7;1;4;5;20240727;92;114.3;61.91;5.16;70.92;-1.1971732994313988;0
5199;1;4;6;1;3;3;20251118;50;114.3;72.09;5.49;81.31;0.5828533223058058;86
5200;2;2;1;4;1;5;20250506;14;114.3;68.56;5.57;79.01;-0.03781385501045647;43
5201;3;1;8;1;4;9;20250202;151;114.3;77.88;5.63;88.9;0.8873315602345386;134
5202;1;1;6;1;3;2;20250102;54;114.3;77.61;5.67;87.38;1.3440489171276366;131
5203;2;1;6;1;2;5;20250120;57;114.3;77.48;5.91;87.32;1.4513970138332788;127
5204;1;4;1;4;1;3;20241001;8;114.3;71.86;5.4;81.29;0.3798678303533176;82
5205;2;4;1;4;1;6;20251216;23;114.3;71.86;5.48;81.71;0.5828533223058058;81
5206;3;1;7;1;3;9;20250111;114;114.3;77.84;5.75;88.22;1.5743593791506534;129
5207;1;1;1;4;1;2;20250307;11;114.3;77.64;5.67;87.46;1.135208074445751;128
5208;2;4;1;4;1;5;20241011;15;114.3;71.91;5.53;82.63;0.3174107559063981;81
5209;3;3;7;1;2;8;20250906;104;114.3;62.09;5.03;70.65;-1.3318463662075684;0
5210;1;1;8;2;2;2;20250202;127;114.3;77.73;5.77;87.82;1.6251057521387737;131
5211;2;1;7;1;2;7;20250105;99;114.3;77.73;5.67;87.64;1.4982398196684703;126
5212;1;1;1;4;1;1;20240323;1;114.3;74.32;7.13;87.15;0.11637704753037582;99
5213;3;1;6;1;2;4;20250125;74;114.3;77.78;5.46;87.76;1.808573408326602;130
5214;1;4;8;2;3;1;20241028;117;114.3;72.0;5.7;82.23;0.5301551657412182;84
5215;3;3;1;4;1;8;20250928;26;114.3;69.46;6.96;81.6;-0.9122128972673285;62
5216;2;2;8;1;4;7;20250503;132;114.3;68.42;5.56;77.34;-0.30520820498632995;45
5217;2;3;1;4;1;7;20250823;20;114.3;61.84;5.09;71.02;-1.1991250830078646;0
5218;1;3;7;1;2;3;20250913;84;114.3;62.08;5.05;71.56;-1.2635339410312514;0
5219;3;2;8;2;3;8;20250604;142;114.3;68.49;5.54;77.37;-0.1236923323749703;46
5220;2;1;1;4;1;7;20240210;19;114.3;77.66;5.68;88.12;1.619250401409375;131
5221;2;1;1;4;1;7;20250205;17;114.3;77.7;5.72;88.08;1.3206275142100437;134
5222;2;4;8;2;2;7;20251024;135;114.3;71.56;5.57;81.74;0.2900857858358707;80
5223;2;3;7;1;3;7;20250826;99;114.3;61.89;5.01;70.91;-1.3767373884662926;0
5224;3;3;6;2;3;4;20240916;72;114.3;61.96;5.13;70.62;-1.0898252027257564;0
5225;2;4;1;4;1;7;20241211;17;114.3;71.75;5.69;82.03;0.20225552489489104;82
5226;1;4;1;4;1;3;20251023;6;114.3;71.73;5.58;81.79;0.4052410168473792;82
5227;3;3;6;1;3;8;20250923;68;114.3;63.02;6.28;80.92;-1.3728338213133595;10
5228;3;4;6;1;4;4;20241226;74;114.3;76.04;6.36;89.5;0.6472621803291911;115
5229;3;2;8;1;3;8;20250508;143;114.3;68.41;5.49;77.37;-0.10417449661030768;41
5230;2;2;6;2;3;6;20250619;66;114.3;68.6;5.58;78.5;-0.19786010828068767;41
5231;2;4;8;1;4;6;20251013;138;114.3;71.79;5.62;82.04;0.3876749646591824;77
5232;2;1;8;1;4;5;20250224;130;114.3;77.78;5.7;86.78;1.552889759809525;135
5233;1;2;8;1;3;3;20250610;122;114.3;68.74;5.54;77.77;-0.05733169077511908;45
5234;2;1;1;4;1;5;20240106;16;114.3;77.69;5.76;87.17;1.1781473131280078;126
5235;2;4;6;1;4;6;20251201;65;114.3;71.9;5.42;81.96;0.5984675909175353;79
5236;2;1;7;1;2;5;20250319;93;114.3;77.8;5.84;87.53;1.4592041481391451;130
5237;1;3;6;1;2;2;20250828;55;114.3;62.16;5.1;70.53;-1.4626158658308064;0
5238;1;3;6;1;4;1;20240902;47;114.3;61.93;5.06;70.63;-1.3181838811723061;0
5239;2;1;6;1;4;5;20250120;58;114.3;77.9;5.84;88.64;1.490432685362604;130
5240;2;4;7;1;3;5;20241126;92;114.3;71.67;5.58;80.15;0.4481802555296361;80
5241;1;2;7;1;4;1;20240608;81;114.3;68.29;5.63;78.12;-0.5179526148211501;43
5242;1;1;8;1;3;1;20240319;117;114.3;77.6;5.73;86.24;1.4104095587274892;127
5243;3;4;1;4;1;9;20251016;33;114.3;72.05;5.82;82.27;0.03830570447172675;85
5244;1;3;1;4;1;1;20250711;2;114.3;62.09;5.07;70.04;-1.2908589111017787;0
5245;3;4;6;1;2;8;20241203;69;114.3;71.83;5.7;82.6;0.22177336065955228;85
5246;3;2;8;2;4;8;20240412;143;114.3;68.49;5.54;77.92;-0.2876421527981346;42
5247;1;4;6;1;3;3;20251106;51;114.3;72.03;5.72;83.08;0.6570210982115231;84
5248;3;4;6;1;3;9;20241203;79;114.3;71.7;5.48;81.94;0.1807859055537626;83
5249;1;2;1;4;1;1;20250622;2;114.3;67.0;6.08;78.8;-0.9629592702554516;30
5250;1;1;1;4;1;2;20250324;10;114.3;72.88;7.28;86.11;-0.21152259331595136;86
5251;1;2;8;1;2;1;20250515;116;114.3;68.44;5.37;77.59;-0.06904239223391553;39
5252;3;1;8;1;4;4;20250109;147;114.3;77.47;5.61;86.9;1.265977574068989;131
5253;2;2;1;4;1;6;20240408;23;114.3;68.41;5.67;78.77;-0.19786010828068767;42
5254;2;4;6;1;2;7;20241203;60;114.3;71.74;5.55;82.05;0.53405873289415;78
5255;2;2;7;1;3;7;20250509;98;114.3;68.53;5.65;78.88;-0.23494399623354567;42
5256;1;1;1;4;1;1;20250124;3;114.3;77.81;5.83;88.4;1.4045542079980902;133
5257;2;4;6;1;3;6;20251002;67;114.3;71.92;5.44;81.29;0.5164926807059546;80
5258;2;2;7;1;4;6;20250515;103;114.3;68.52;5.52;79.75;-0.31496712286866196;44
5259;2;2;6;1;3;6;20250614;67;114.3;68.65;5.42;77.16;-0.12954768310436923;47
5260;1;4;6;1;4;2;20251014;53;114.3;72.03;5.4;81.48;0.37596426320038595;81
5261;3;2;1;4;1;8;20250513;25;114.3;68.46;5.43;77.07;-0.09636736230444291;37
5262;2;3;1;4;1;5;20250818;16;114.3;61.98;5.23;70.1;-1.3455088512428321;0
5263;2;2;8;1;2;7;20250504;133;114.3;68.48;5.46;76.91;-0.1334512502573023;45
5264;2;3;7;1;4;5;20250826;94;114.3;61.99;5.16;70.41;-1.1796072472432033;0
5265;2;3;8;1;4;6;20240921;137;114.3;62.09;5.16;70.37;-1.2869553439488457;0
5266;1;4;6;1;3;1;20241208;47;114.3;71.88;5.77;81.6;0.2647125993418106;85
5267;3;2;1;4;1;4;20250415;32;114.3;68.27;5.56;79.24;-0.3793759808920473;38
5268;2;1;8;1;3;6;20250126;136;114.3;77.62;5.91;88.64;1.2035204996220679;128
5269;1;4;6;1;4;2;20251010;53;114.3;72.01;5.48;82.41;0.37596426320038595;81
5270;3;2;7;2;3;4;20250411;108;114.3;68.42;5.71;78.21;-0.24860648126880935;41
5271;1;2;8;1;3;3;20250504;120;114.3;68.57;5.51;77.8;-0.21152259331595136;45
5272;1;3;8;1;3;2;20250711;127;114.3;62.08;5.07;70.68;-1.232305403807791;0
5273;3;4;6;2;4;8;20241013;68;114.3;71.78;5.57;81.34;0.3115554051769992;75
5274;1;1;8;2;3;1;20250124;116;114.3;77.41;5.82;87.39;1.669996774397498;126
5275;2;4;1;4;1;6;20241018;23;114.3;72.0;5.52;81.69;0.48136057632956236;82
5276;1;2;6;1;4;2;20250411;54;114.3;68.68;5.49;77.93;-0.10027092945737599;42
5277;1;4;1;4;1;2;20241220;11;114.3;71.84;5.43;81.13;0.42671063618850763;81
5278;1;2;8;1;3;1;20240523;118;114.3;68.4;5.73;78.38;-0.33253317505685737;41
5279;1;1;1;4;1;1;20240114;4;114.3;77.77;5.57;87.75;1.7168395802326866;132
5280;3;2;6;2;2;9;20240606;76;114.3;68.26;5.65;77.96;-0.08660844442211231;38
5281;2;1;6;2;3;7;20250314;62;114.3;77.6;5.8;87.85;1.1469187759045487;126
5282;1;3;8;1;3;2;20250702;126;114.3;61.95;5.11;70.84;-1.2069322173137307;0
5283;1;2;1;4;1;2;20250411;9;114.3;68.58;5.5;78.58;-0.17834227251602505;37
5284;3;3;6;1;4;8;20250707;68;114.3;61.88;5.29;71.55;-1.5563014775011863;0
5285;1;3;8;1;4;2;20240823;127;114.3;62.05;5.3;70.47;-1.3591713362780957;0
5286;1;2;7;1;3;1;20240624;80;114.3;65.21;6.46;78.4;-1.2986660454076435;22
5287;3;4;1;4;1;4;20241218;29;114.3;71.81;5.62;82.2;0.3271696737887301;83
5288;2;4;7;1;2;6;20241122;103;114.3;71.88;5.44;80.82;0.6414068295997936;80
5289;2;4;8;1;3;7;20251110;132;114.3;71.68;5.65;84.06;0.26861616649474224;83
5290;2;3;7;1;3;6;20250704;102;114.3;61.82;5.1;70.88;-1.40406235853682;0
5291;3;4;6;2;2;4;20251013;75;114.3;71.91;5.67;81.07;0.43646955407083826;85
5292;1;4;6;1;4;1;20251218;45;114.3;71.95;5.44;81.11;0.4579391734119667;83
5293;2;4;1;4;1;6;20251105;23;114.3;71.67;5.63;81.08;0.20615909204782273;82
5294;2;3;7;1;3;6;20250712;102;114.3;62.0;5.11;70.64;-1.2069322173137307;0
5295;1;2;7;2;4;3;20250414;86;114.3;68.59;5.47;78.22;-0.08270487726917923;47
5296;3;2;1;4;1;8;20250410;26;114.3;68.59;5.6;80.16;-0.25836539915114;46
5297;1;4;7;2;4;3;20251221;86;114.3;72.55;5.92;85.05;0.29789292014173546;84
5298;3;2;7;1;2;4;20240616;111;114.3;68.5;5.49;78.89;-0.01634423566932801;44
5299;3;3;8;1;2;8;20250704;142;114.3;61.8;5.13;70.52;-1.2518232395724536;0
5300;3;1;1;4;1;4;20240107;30;114.3;77.7;5.91;88.13;1.5138540882801998;127
5301;2;2;7;1;4;7;20240421;99;114.3;68.45;5.69;78.05;-0.2876421527981346;46
5302;2;4;7;1;3;6;20241103;101;114.3;71.76;5.58;80.83;0.40328923327091193;83
5303;2;4;1;4;1;7;20251128;19;114.3;71.97;5.54;81.83;0.5789497551528741;85
5304;1;3;7;1;4;2;20240710;89;114.3;62.1;5.0;70.81;-1.2459678888430545;0
5305;3;4;1;4;1;8;20241116;26;114.3;71.83;5.57;82.29;0.40914458400031084;82
5306;2;1;8;1;3;7;20250222;134;114.3;77.68;5.51;87.69;1.490432685362604;128
5307;1;4;1;4;1;1;20241103;4;114.3;71.89;5.6;82.63;0.24129119642421487;76
5308;1;4;6;1;3;2;20251218;54;114.3;72.01;5.71;81.39;0.2569054650359444;83
5309;3;3;7;1;2;9;20240806;115;114.3;62.02;5.26;70.38;-1.5016515373601316;0
5310;1;4;6;1;3;2;20251113;54;114.3;71.97;5.48;81.78;0.4306142033414393;88
5311;3;1;6;1;3;4;20250206;73;114.3;77.61;5.58;86.74;1.4377345287980166;135
5312;2;4;1;4;1;6;20241102;24;114.3;71.79;5.38;81.23;0.5047819792471567;76
5313;2;1;8;1;4;6;20250215;137;114.3;77.46;5.68;88.56;1.4748184167508744;126
5314;1;1;6;1;2;3;20240209;48;114.3;77.73;5.8;87.35;1.502143386821402;130
5315;3;2;8;1;3;4;20240427;146;114.3;68.49;5.63;77.42;-0.1939565411277546;38
5316;2;4;1;4;1;7;20251119;20;114.3;71.88;5.67;82.67;0.5145408971294873;87
5317;2;3;1;4;1;6;20240705;22;114.3;62.08;5.17;70.86;-1.1210537399492155;0
5318;2;3;7;2;3;6;20250922;102;114.3;62.0;5.11;71.19;-1.2244982695019262;0
5319;3;2;1;4;1;4;20250403;29;114.3;68.38;5.62;77.86;-0.10027092945737599;42
5320;1;2;8;1;2;3;20240612;122;114.3;68.35;5.48;78.12;0.05587175665992352;34
5321;2;4;1;4;1;5;20251214;16;114.3;71.76;5.54;82.82;0.43256598691790654;82
5322;1;2;6;1;4;1;20240608;47;114.3;68.3;5.47;78.44;-0.41450808526843946;35
5323;1;2;6;2;2;3;20250602;51;114.3;68.57;5.38;78.07;0.08905207745984844;41
5324;3;3;6;1;2;4;20250827;74;114.3;61.97;5.21;71.55;-1.2928106946782445;0
5325;2;2;8;1;3;5;20250614;130;114.3;68.49;5.49;79.07;-0.16663157105722723;38
5326;3;3;6;1;3;4;20240922;75;114.3;62.03;5.04;70.72;-1.4274837614544142;0
5327;3;3;1;4;1;9;20240819;36;114.3;61.98;5.25;70.26;-1.1269090906786146;0
5328;2;3;6;1;4;6;20240716;65;114.3;62.0;5.09;70.99;-1.2850035603723797;0
5329;2;3;7;2;3;6;20250803;100;114.3;62.01;5.11;71.67;-1.4665194329837394;0
5330;1;1;7;1;3;3;20250228;85;114.3;77.45;5.65;86.8;1.3557596185864345;127
5331;3;4;8;1;2;4;20251202;144;114.3;71.88;5.56;82.09;0.323266106635797;79
5332;3;1;1;4;1;8;20250319;27;114.3;77.48;5.66;87.6;1.174243745975076;133
5333;3;4;8;1;3;4;20241226;145;114.3;76.34;6.33;87.66;0.7175263890819769;118
5334;2;2;8;1;4;7;20250622;132;114.3;66.82;6.12;78.29;-1.2225464859254602;33
5335;3;1;7;1;2;8;20250305;104;114.3;77.63;5.8;87.19;1.465059498868544;130
5336;1;4;7;1;4;3;20241025;84;114.3;71.88;5.56;81.14;0.4052410168473792;80
5337;3;1;1;4;1;8;20250206;28;114.3;77.55;5.74;87.79;1.2523150890337238;133
5338;2;2;7;1;2;7;20250407;96;114.3;68.52;5.49;78.58;-0.40865273453904055;38
5339;1;1;6;2;3;3;20250105;50;114.3;77.57;5.85;87.83;1.6914663937386263;126
5340;2;3;8;1;2;7;20250714;133;114.3;62.0;5.14;71.15;-1.2205947023489945;0
5341;1;1;7;1;2;3;20240122;85;114.3;77.73;5.66;88.17;1.4611559317156122;131
5342;3;4;1;4;1;9;20251107;33;114.3;71.83;5.59;82.43;0.6101782923763331;80
5343;2;4;7;1;3;6;20251205;102;114.3;71.93;5.53;81.83;0.4579391734119667;82
5344;1;2;6;1;3;3;20240609;49;114.3;68.44;5.49;79.48;-0.44573662249189855;43
5345;2;2;6;1;4;6;20240524;67;114.3;68.38;5.42;77.5;-0.18224583966895813;37
5346;1;1;1;4;1;1;20240103;1;114.3;77.45;5.72;87.19;1.4416380959509483;130
5347;2;1;8;1;4;6;20240218;138;114.3;77.59;5.86;87.84;1.6036361327976454;126
5348;2;4;7;1;3;5;20241118;94;114.3;72.08;5.37;82.17;0.4852641434824941;81
5349;3;2;1;4;1;8;20250528;27;114.3;68.41;5.62;79.48;-0.17248692178662614;41
5350;3;2;8;1;3;8;20250517;143;114.3;68.33;5.82;78.75;-0.22323329477474782;40
5351;2;2;7;1;3;6;20240528;100;114.3;68.54;5.7;78.22;-0.5452775848916774;41
5352;1;2;1;4;1;3;20250426;6;114.3;68.43;5.48;78.15;-0.26617253345700614;45
5353;2;3;7;2;2;7;20240920;99;114.3;61.94;5.18;70.65;-1.308424963289974;0
5354;3;2;8;1;2;9;20240617;148;114.3;68.39;5.67;77.17;-0.4242670031507701;45
5355;1;3;7;1;2;1;20240804;80;114.3;61.92;5.13;70.09;-1.2947624782547105;0
5356;3;3;8;1;3;9;20250805;150;114.3;61.91;5.19;70.48;-1.2479196724195205;0
5357;1;2;6;2;4;3;20250419;50;114.3;68.58;5.6;77.45;-0.4574473239506964;52
5358;2;4;8;1;3;6;20241219;138;114.3;71.83;5.36;81.91;0.7409477919995711;77
5359;2;3;8;1;2;6;20240704;138;114.3;62.06;5.19;70.76;-1.3455088512428321;0
5360;3;1;1;4;1;4;20250325;29;114.3;71.74;7.19;87.17;-0.04757277289278708;75
5361;3;4;8;2;2;4;20241026;144;114.3;71.77;5.58;81.95;0.5711426208470093;81
5362;3;3;7;2;3;8;20240828;105;114.3;61.99;4.99;69.91;-1.1600894114785407;0
5363;3;4;7;2;3;8;20251212;105;114.3;71.89;5.63;81.66;0.4403731212237713;80
5364;1;3;6;1;2;3;20250809;48;114.3;61.95;5.08;69.94;-1.3396535005134347;0
5365;1;4;6;1;2;1;20251121;45;114.3;71.87;5.73;81.71;0.36425356174158807;81
5366;1;2;6;1;2;3;20250519;51;114.3;68.33;5.54;77.68;-0.090512011575044;41
5367;1;3;7;2;3;2;20250916;89;114.3;61.96;5.15;72.84;-1.109343038490419;0
5368;1;3;7;1;2;1;20250706;81;114.3;61.93;5.21;71.52;-1.2752446424900479;0
5369;3;1;1;4;1;4;20250213;32;114.3;77.63;5.73;88.18;1.2562186561866555;129
5370;1;4;7;1;2;2;20251020;90;114.3;72.0;5.44;81.58;0.575046187999941;83
5371;2;3;1;4;1;6;20250922;21;114.3;61.93;5.13;70.97;-1.3259910154781709;0
5372;1;3;7;1;4;3;20240913;86;114.3;62.04;5.15;71.53;-1.3533159855486983;0
5373;2;1;7;2;3;7;20250113;99;114.3;77.63;5.73;87.73;1.7090324459268231;127
5374;2;4;6;1;4;6;20251123;64;114.3;71.87;5.68;81.84;0.1807859055537626;81
5375;1;3;7;1;4;2;20250702;89;114.3;61.94;4.99;70.53;-1.183510814396135;0
5376;2;1;6;1;2;7;20250316;63;114.3;77.6;5.71;88.51;1.4513970138332788;126
5377;2;3;1;4;1;7;20240812;19;114.3;61.89;5.03;70.69;-1.183510814396135;0
5378;2;3;7;1;3;6;20250711;102;114.3;62.03;5.11;70.64;-1.2069322173137307;0
5379;2;4;6;1;2;6;20241110;65;114.3;71.92;5.8;81.92;0.4774570091766293;87
5380;1;4;1;4;1;3;20241127;7;114.3;71.84;5.48;80.95;0.4110963675767781;83
5381;2;1;7;1;3;7;20250228;97;114.3;77.74;5.78;87.72;1.098124186492893;134
5382;1;1;1;4;1;2;20250322;11;114.3;75.28;6.79;86.55;-0.14125838456316706;111
5383;3;1;8;1;4;4;20240128;144;114.3;77.85;5.58;87.78;1.3830845886569618;136
5384;3;3;7;1;3;4;20250705;111;114.3;62.07;4.97;70.66;-1.4372426793367463;0
5385;3;4;7;1;2;4;20251124;111;114.3;71.98;5.67;82.14;0.4716016584472304;81
5386;1;1;1;4;1;3;20250225;7;114.3;77.66;5.81;87.94;1.3069650291747785;134
5387;2;2;1;4;1;5;20240509;13;114.3;68.33;5.62;77.39;-0.3910866823508452;45
5388;3;3;1;4;1;8;20250914;27;114.3;61.97;5.07;70.79;-1.2635339410312514;0
5389;3;4;1;4;1;9;20241221;35;114.3;72.71;5.82;85.79;0.3740124796239187;86
5390;1;2;6;1;2;1;20250407;44;114.3;68.35;5.49;77.05;-0.5940721743033333;39
5391;1;3;7;1;2;3;20250807;85;114.3;61.98;5.05;69.81;-1.2147393516195955;0
5392;3;1;7;1;3;8;20250224;106;114.3;77.81;5.74;88.62;1.4006506408451587;127
5393;1;1;1;4;1;2;20250225;10;114.3;77.56;5.64;87.93;1.3811328050804945;131
5394;1;3;6;1;4;2;20250928;55;114.3;69.38;6.97;81.68;-1.1464269264432772;60
5395;2;2;7;1;4;6;20240527;100;114.3;68.6;5.57;77.97;-0.03391028785752339;43
5396;1;2;7;1;3;1;20240417;83;114.3;68.56;5.55;78.17;-0.37156884658618256;48
5397;2;2;7;1;2;5;20240403;94;114.3;68.58;5.46;78.26;-0.27202788418640367;40
5398;1;4;6;2;4;1;20251123;47;114.3;71.83;5.6;81.42;0.5574801358117456;78
5399;1;1;1;4;1;2;20250313;12;114.3;77.45;5.79;87.44;1.3303864320923742;126
5400;1;2;6;1;2;3;20240425;48;114.3;68.58;5.5;78.77;-0.221281511198282;42
5401;1;2;7;2;3;3;20240619;85;114.3;68.53;5.53;78.32;-0.2778832349158026;42
5402;3;2;8;1;2;9;20250406;149;114.3;68.3;5.57;77.79;-0.3676652794332495;39
5403;3;4;7;1;4;9;20251027;113;114.3;72.15;5.68;82.12;0.30179648729466857;83
5404;1;2;8;2;4;2;20250427;126;114.3;68.57;5.58;78.29;-0.4652544582565612;43
5405;1;4;1;4;1;2;20251008;9;114.3;71.81;5.51;81.6;0.5301551657412182;82
5406;3;3;8;1;2;4;20240715;144;114.3;62.07;5.09;70.71;-1.05664488192583;0
5407;1;2;7;1;3;1;20250412;82;114.3;68.43;5.62;78.66;-0.05537990719865185;45
5408;3;1;6;1;2;8;20250307;70;114.3;77.54;5.72;88.55;1.5821665134565168;122
5409;1;3;7;1;3;3;20250812;85;114.3;61.97;5.08;69.82;-1.2986660454076435;0
5410;3;2;7;2;2;8;20240517;105;114.3;68.49;5.54;78.63;-0.11002984733970661;45
5411;3;1;1;4;1;4;20240221;30;114.3;77.62;5.66;88.12;1.3557596185864345;130
5412;2;1;6;2;4;5;20250122;56;114.3;77.64;5.78;86.75;1.5431308419271916;127
5413;3;3;7;2;3;4;20250708;108;114.3;61.87;5.08;71.28;-1.3298945826311026;0
5414;1;2;1;4;1;1;20250516;2;114.3;68.47;5.55;77.68;-0.17053513821016028;43
5415;3;3;1;4;1;9;20240915;34;114.3;61.82;5.24;70.59;-1.409917709266219;0
